title,gender,country,taxType,taxInvestigationCover,isVatInvoiceRequired,isStatementRequired,businessType,contactType,recurring_fees,non_recurring_fees,number_of_associations,met_face_to_face,visited_business_address,is_uk_resident,is_uk_national,known_to_partner,reputable_referral,plausible_wealth_level,identity_verified,evidence_recorded,client_honest_assessment,wealth_plausible,adverse_records,beneficial_owners_verified,other_identity_concerns,risk_score,risk_label
Mr,Male,France,Trust,no,no,yes,LLP,Primary,5695.99,18578.08,3,yes,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,76.47,High
Prof,Male,United Kingdom,Individual,no,yes,no,Limited Company,Secondary,47435.05,19084.92,10,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,90.36,High
Prof,Female,Russia,Trust,no,no,no,Sole Trader,Primary,33427.9,19453.66,7,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,90.16,High
Mrs,Female,United Kingdom,Partnership,yes,yes,yes,Limited Company,Secondary,27003.12,15416.81,3,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,64.1,Medium
Prof,Male,Russia,Individual,no,yes,yes,Partnership,Both,14987.83,3295.23,7,yes,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no,yes,100.0,High
Mr,Female,Germany,Partnership,yes,yes,yes,Partnership,Secondary,41270.03,1014.38,10,no,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,100.0,High
Mr,Prefer not to say,Iran,Trust,no,yes,yes,LLP,Secondary,1214.34,4564.56,2,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,84.61,High
Prof,Prefer not to say,United Kingdom,Individual,no,yes,yes,Partnership,Both,17616.04,22857.33,3,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,100.0,High
Prof,Prefer not to say,Russia,Company,yes,no,no,LLP,Both,33401.46,2447.79,9,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,100.0,High
Mrs,Prefer not to say,United Kingdom,Individual,no,yes,no,Charity,Primary,46827.42,4179.14,9,no,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,no,yes,96.36,High
Dr,Male,United States,Individual,yes,no,yes,Partnership,Secondary,31244.91,21215.67,2,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,81.04,High
Dr,Male,United Kingdom,Individual,yes,yes,no,Sole Trader,Both,47649.18,21449.12,5,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,no,79.8,High
Ms,Female,Nigeria,Partnership,yes,no,yes,Partnership,Both,49355.28,16271.74,2,yes,no,no,yes,yes,no,no,no,yes,no,no,no,yes,yes,100.0,High
Prof,Male,United Kingdom,Individual,yes,yes,yes,Sole Trader,Primary,47216.4,826.81,3,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,73.95,High
Ms,Male,United Kingdom,Company,no,no,yes,Limited Company,Primary,31936.89,8345.14,9,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,89.94,High
Mrs,Prefer not to say,United Kingdom,Company,yes,yes,no,LLP,Secondary,9106.06,20729.87,0,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,87.2,High
Prof,Prefer not to say,France,Individual,yes,no,no,Charity,Secondary,20013.34,18817.04,0,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,98.55,High
Prof,Prefer not to say,United Kingdom,Individual,no,no,yes,Partnership,Both,38654.92,13545.97,0,yes,no,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,87.78,High
Mrs,Female,North Korea,Partnership,no,yes,yes,LLP,Secondary,15568.28,2213.36,6,no,yes,yes,yes,no,no,no,no,yes,yes,no,yes,no,yes,100.0,High
Ms,Female,Pakistan,Partnership,no,no,yes,Limited Company,Secondary,7495.2,17056.32,2,no,yes,no,no,yes,no,yes,no,yes,yes,no,no,yes,yes,100.0,High
Mrs,Prefer not to say,France,Company,yes,yes,yes,Sole Trader,Secondary,39343.19,6669.16,10,yes,no,yes,no,no,no,no,yes,yes,no,no,yes,no,yes,82.59,High
Ms,Male,United Kingdom,Individual,yes,no,no,Sole Trader,Both,28050.17,18647.39,6,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,72.07,High
Mr,Other,United States,Partnership,no,no,yes,Limited Company,Secondary,7973.61,23286.58,10,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,95.25,High
Ms,Other,Mexico,Partnership,no,yes,no,Limited Company,Both,47163.56,8774.19,3,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,yes,100.0,High
Prof,Male,United Kingdom,Company,yes,no,no,Limited Company,Primary,42106.65,696.84,7,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,no,yes,100.0,High
Mr,Prefer not to say,China,Trust,yes,no,yes,Sole Trader,Secondary,21079.71,7104.48,10,no,yes,no,no,no,yes,yes,no,no,no,yes,no,yes,yes,100.0,High
Mr,Other,Nigeria,Individual,yes,no,no,Partnership,Primary,18958.08,12762.22,8,no,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,100.0,High
Mr,Other,United Kingdom,Trust,no,no,yes,Partnership,Secondary,7916.99,13182.94,8,yes,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,56.25,Medium
Ms,Other,United Kingdom,Company,no,no,yes,Partnership,Primary,19873.53,22934.42,0,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,76.98,High
Dr,Male,United Kingdom,Trust,no,yes,yes,Charity,Primary,24253.73,10229.33,0,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,100.0,High
Mr,Male,United Kingdom,Individual,no,yes,no,Partnership,Both,8964.47,7505.98,9,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,81.23,High
Prof,Male,United Kingdom,Individual,yes,yes,yes,Limited Company,Primary,26564.07,11444.76,1,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,39.37,Low
Mrs,Other,Pakistan,Trust,yes,no,yes,Limited Company,Primary,29855.19,5383.34,6,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,75.49,High
Ms,Prefer not to say,United Kingdom,Company,no,yes,no,Sole Trader,Primary,28332.96,22991.92,10,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,yes,85.34,High
Prof,Prefer not to say,United Kingdom,Company,no,no,no,Partnership,Primary,33911.48,19118.86,3,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,no,yes,81.76,High
Mr,Other,France,Individual,yes,no,no,Partnership,Primary,12138.72,10426.95,3,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,87.1,High
Prof,Female,United Kingdom,Partnership,yes,yes,no,Charity,Both,18506.75,16744.77,1,no,no,yes,no,yes,no,no,no,no,yes,yes,yes,no,yes,100.0,High
Mr,Other,China,Company,yes,yes,yes,Sole Trader,Secondary,29391.41,11963.7,3,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,100.0,High
Mrs,Male,Brazil,Company,yes,no,no,Limited Company,Primary,3514.3,13151.69,5,no,no,yes,no,yes,no,yes,no,no,no,no,yes,no,yes,100.0,High
Ms,Male,United Kingdom,Trust,yes,no,no,Sole Trader,Primary,30453.4,22240.85,10,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,no,51.87,Medium
Mrs,Male,United Kingdom,Company,no,yes,no,Charity,Secondary,13695.28,11008.7,1,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no,88.62,High
Prof,Female,Turkey,Company,yes,yes,no,Sole Trader,Primary,48630.92,3358.48,6,no,yes,no,yes,no,no,no,yes,no,no,yes,no,no,yes,99.72,High
Ms,Other,Russia,Partnership,yes,yes,yes,Charity,Both,2890.39,7023.23,4,no,no,no,no,no,no,yes,no,yes,no,yes,yes,yes,yes,100.0,High
Dr,Male,France,Partnership,yes,yes,no,Sole Trader,Primary,36141.76,4507.07,4,no,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,no,71.0,High
Ms,Prefer not to say,Brazil,Company,yes,yes,yes,Charity,Primary,37152.86,19486.25,2,yes,no,yes,yes,yes,no,no,no,yes,yes,no,yes,no,yes,100.0,High
Prof,Prefer not to say,United Kingdom,Company,yes,no,no,Sole Trader,Secondary,4918.13,16773.12,7,yes,no,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,80.29,High
Dr,Male,United Kingdom,Company,yes,no,no,LLP,Secondary,37238.48,9970.68,10,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,no,56.12,Medium
Prof,Male,United Kingdom,Company,yes,yes,no,LLP,Primary,30457.25,15240.88,9,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,57.36,Medium
Mr,Prefer not to say,United Kingdom,Partnership,no,no,yes,Limited Company,Primary,5399.94,16122.48,0,no,no,yes,yes,yes,no,no,yes,no,yes,no,no,yes,yes,86.54,High
Prof,Female,United Kingdom,Individual,no,no,no,Limited Company,Both,48505.13,10699.65,2,no,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,100.0,High
Mr,Female,France,Individual,no,yes,no,LLP,Both,16005.31,20661.91,3,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,98.27,High
Ms,Male,Russia,Partnership,no,no,yes,Partnership,Both,39441.79,7147.24,7,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,89.01,High
Prof,Female,Pakistan,Partnership,no,no,yes,Limited Company,Secondary,17572.9,23287.13,8,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,100.0,High
Prof,Female,Nigeria,Partnership,yes,yes,yes,Charity,Primary,39204.01,22828.15,8,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,yes,no,84.79,High
Mrs,Prefer not to say,India,Partnership,no,yes,no,Partnership,Both,48377.4,9072.75,5,no,yes,no,yes,yes,no,no,no,no,yes,no,yes,no,yes,100.0,High
Mr,Male,United Kingdom,Company,yes,no,yes,Charity,Both,39219.3,14991.08,7,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,yes,no,67.94,Medium
Mr,Other,United Kingdom,Partnership,no,no,yes,LLP,Secondary,8011.3,1513.55,4,yes,no,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,54.53,Medium
Ms,Prefer not to say,United Kingdom,Company,yes,yes,yes,LLP,Secondary,33289.61,20676.69,10,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,79.88,High
Dr,Other,United Kingdom,Company,yes,yes,yes,Charity,Primary,32660.34,5469.7,0,no,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,86.75,High
Ms,Prefer not to say,United Kingdom,Trust,yes,yes,no,Partnership,Primary,17470.72,12342.41,2,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,88.37,High
Prof,Prefer not to say,Russia,Individual,no,yes,yes,Charity,Secondary,35883.63,4177.56,4,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,no,100.0,High
Prof,Male,United Kingdom,Partnership,no,yes,no,Limited Company,Both,22274.85,2218.33,7,yes,no,yes,no,yes,no,yes,no,no,yes,no,yes,yes,yes,100.0,High
Mrs,Female,Germany,Trust,yes,no,no,LLP,Secondary,49529.5,6965.87,4,yes,yes,no,no,no,yes,no,yes,yes,no,no,yes,no,no,57.49,Medium
Mr,Female,Germany,Individual,yes,yes,yes,Charity,Primary,28973.7,16016.01,7,no,no,yes,yes,no,no,yes,no,no,yes,no,yes,yes,no,100.0,High
